instance_id,sentence
poema_del_alma_7376_001,"Cuando, oh Poesía, ¡Cuando en tu seno reposar me es dado!?"
poema_del_alma_7376_002,"Ancha es y hermosa y fúlgida la vida: ¡Que éste o aquél o yo vivamos tristes, Culpa de éste o aquél será, o mi culpa!"
poema_del_alma_7376_003,"Nace el corcel, del ala más lejano Que el hombre, en quien el ala encumbradora Ya en sus ingentes brazos se diseña: Sin más brida el corcel nace que el viento Espoleador y flameador, ?al hombre La vida echa sus riendas en la cuna!"
poema_del_alma_7376_004,"Si las tuerce o revuelve, y si tropieza Y da en atolladero, a sí se culpe Y del incendio o del zarzal redima La destrozada brida: sin que al noble Sol y [ ..........manuscrito ilegible.............. ] vida desafíe."
poema_del_alma_7376_005,"De nuestro bien o mal autores somos, Y cada cual autor de sí: la queja A la torpeza y la deshonra añade De nuestro error: ¡cantemos, sí, cantemos Aunque las hidras nuestro pecho roan, El Universo colosal y hermoso!"
poema_del_alma_7376_006,"Un obrero tiznado, una enfermiza Mujer, de faz enjuta y dedos gruesos: Otra que al dar al sol los entumidos Miembros en el taller, como una egipcia Voluptuosa y feliz, la saya burda Con las manos recoge, y canta, y danza: Un niño que sin miedo a la ventisca, Como el soldado con el arma al hombro, Va con sus libros a la escuela: el denso Rebaño de hombres que en silencio triste Sale a la aurora y con la noche vuelve, Del pan del día en la difícil busca,?"
poema_del_alma_7376_007,"Cual la luz a Memnón, mueven mi lira."
poema_del_alma_7376_008,"Los niños, versos vivos, los heroicos Y pálidos ancianos, los oscuros Hornos donde en bridón o tritón truecan Los hombres victoriosos las montañas."
poema_del_alma_7376_009,"Astiánax son y Andrómaca mejores, Mejores, sí, que las del viejo Homero."
poema_del_alma_7376_010,"Naturaleza, siempre viva: el mundo De minotauro yendo a mariposa Que de rondar el sol enferma y muere: Dejad, por Dios, que la mujer cansada De amar, con leches y menjurjes híbleos Su piel rugosa y su beldad restaure Repíntense las viejas: la doncella Con rosas naturales se corone:?"
poema_del_alma_7376_011,"La sed de luz, que como el mar salado La de los labios con el agua amarga De la vida se irrita: la columna Compacta de asaltantes, que sin miedo, Al Dios de ayer sobre los flacos hombros La mano libre y desferrada ponen,?"
poema_del_alma_7376_012,"Y los ligeros pies en el vacío,?"
poema_del_alma_7376_013,"Poesía son, y estrofa alada, y grito Que ni en tercetos ni en octava estrecha Ni en remilgados serventesios caben: Vaciad un monte, ?en tajo de sol vivo ¡Tallad un plectro: o de la mar brillante El seno rojo y nacarado, el molde De la triunfante estrofa, nueva sea!"
poema_del_alma_7376_014,"Como nobles de Nápoles, fantasmas Sin carnes ya y sin sangre, que en polvosos Palacios muertos con añejas chupas De comido blasón, a paso sordo Andan, y al mundo que camina enseñan Como un grito sin voz la seca encía, Así, sobre los árboles cansados, Y los ciriales rotos, y los huecos De oxidadas diademas, duendecillos ¡Con chupa vieja y metro viejo asoman!"
poema_del_alma_7376_015,"No en tronco seco y muerto hacen sus nidos, Alegres recaderos de mañana, Las lindas aves cuerdas y gentiles: Ramaje quieren suelto y denso, y tronco Alto y robusto, en fibra rico y savia."
poema_del_alma_7376_016,"Mas con el sol se alza el deber: se pone Mucho después que el sol: de la hornería Y su batalla y su fragor cansada La mente plena en el rendido cuerpo, ¡Atormentada duerme, ?como el verso Vivo en los aires, Por la lira rota Sin dar sonidos desolados pasa!"
poema_del_alma_7376_017,"Perdona, pues, oh estrofa nueva, el tosco Alarde de mi amor."
poema_del_alma_7376_018,"Cuando, oh Poesía, Cuando en tu seno reposar me es dado."
poema_del_alma_7377_001,"Fuera del mundo que batalla y luce Sin recordar a su infeliz cautivo, A un trabajo servil sujeto vivo Que a la muerte temprano me conduce."
poema_del_alma_7377_002,Mas hay junto a mi mesa una ventana Por donde entra la luz; y no daría Este rincón de la ventana mía ¡Por la mayor esplendidez humana!
poema_del_alma_7378_001,"Ganado tengo el pan: hágase el verso,?"
poema_del_alma_7378_002,"Y en su comercio dulce se ejercite La mano, que cual prófugo perdido Entre oscuras malezas, o quien lleva A rastra enorme peso, andaba ha poco Sumas hilando y revolviendo cifras."
poema_del_alma_7378_003,Bardo ¿consejo quieres?
poema_del_alma_7378_004,"pues descuelga De la pálida espalda ensangrentada El arpa dívea, acalla los sollozos Que a tu garganta como mar en furia Se agolparán, y en la madera rica Taja plumillas de escritorio, y echa Las cuerdas rotas al movible viento."
poema_del_alma_7378_005,¡Oh alma!
poema_del_alma_7378_006,¡oh alma buena!
poema_del_alma_7378_007,mal oficio ¡Tienes!
poema_del_alma_7378_008,": póstrate, calla, cede, lame Manos de potentado, ensalza, excusa Defectos, tenlos ?que es mejor manera De excusarlos, y mansa y temerosa Vicios celebra, encumbra vanidades: Verás entonces, alma, cuál se trueca En plato de oro rico tu desnudo ¡Plato de pobre!"
poema_del_alma_7378_009,Pero guarda ¡oh alma!
poema_del_alma_7378_010,¡Que usan los hombres hoy oro empañado!
poema_del_alma_7378_011,"Ni de eso cures, que fabrican de oro Sus joyas el bribón y el barbilindo: ¡Las armas no, ?las armas son de hierro!"
poema_del_alma_7378_012,Mi mal es rudo: la ciudad lo encona: Lo alivia el campo inmenso: ¡otro más vasto Lo aliviará mejor!
poema_del_alma_7378_013,"?Y las oscuras Tardes me atraen, cual si mi patria fuera La dilatada sombra."
poema_del_alma_7378_014,"¡Oh verso amigo: Muero de soledad, de amor me muero!"
poema_del_alma_7378_015,"No de vulgar amor: estos amores Envenenan y ofuscan: no es hermosa La fruta en la mujer, sino la estrella."
poema_del_alma_7378_016,"La tierra ha de ser luz, y todo vivo Debe en torno de sí dar lumbre de astro."
poema_del_alma_7378_017,"¡Oh, estas damas de muestra!"
poema_del_alma_7378_018,"¡oh, estas copas De carne!"
poema_del_alma_7378_019,"¡Oh, estas siervas, ante el dueño Que las enjoya o estremece echadas!"
poema_del_alma_7378_020,"¡Te digo, oh verso, que los dientes duelen De comer de esta carne!"
poema_del_alma_7378_021,"Es de inefable Amor del que yo muero, ?del muy dulce Menester de llevar, como se lleva Un niño tierno en las cuidosas manos, Cuanto de bello y triste ven mis ojos."
poema_del_alma_7378_022,"Del sueño, que las fuerzas no repara sino de los dichosos, y a los tristes El duro humor y la fatiga aumenta, Salto, al Sol, como un ebrio."
poema_del_alma_7378_023,"Con las manos Mi frente oprimo, y de los turbios ojos Brota raudal de lágrimas."
poema_del_alma_7378_024,"¡Y miro El Sol tan bello y mi desierta alcoba, Y mi virtud inútil, y las fuerzas Que cual tropel famélico de hirsutas Fieras saltan de mí buscando empleo;?"
poema_del_alma_7378_025,"Y el aire hueco palpo, y en el muro Frío y desnudo el cuerpo vacilante Apoyo, y en el cráneo estremecido ¡En agonía flota el pensamiento, Cual leño de bajel despedazado Que el mar en furia a playa ardiente arroja!"
poema_del_alma_7378_026,¡Sólo las flores del paterno prado Tienen olor!
poema_del_alma_7378_027,¡Sólo las seibas patrias Del sol amparan!
poema_del_alma_7378_028,"Como en vaga nube Por suelo extraño se anda: las miradas Injurias nos parecen, y el sol mismo, ¡Más que en grato calor, enciende en ira!"
poema_del_alma_7378_029,¡No de voces queridas puebla el eco Los aires de otras tierras: y no vuelan Del arbolar espeso entre las ramas Los pálidos espíritus amados!
poema_del_alma_7378_030,"De carne viva y profanadas frutas Viven los hombres, ?¡ay!"
poema_del_alma_7378_031,mas el proscripto De sus entrañas propias se alimenta!
poema_del_alma_7378_032,¡Tiranos: desterrad a los que alcanzan El honor de vuestro odio: ?ya son muertos!
poema_del_alma_7378_033,Valiera más ¡oh bárbaros!
poema_del_alma_7378_034,"que al punto De arrebatarlos al hogar, hundiera En lo más hondo de su pecho honrado Vuestro esbirro más cruel su hoja más dura!"
poema_del_alma_7378_035,"Grato es morir, horrible, vivir muerto."
poema_del_alma_7378_036,¡Mas no!
poema_del_alma_7378_037,¡mas no!
poema_del_alma_7378_038,"La dicha es una prenda De compasión de la fortuna al triste Que no sabe domarla: a sus mejores Hijos desgracias da Naturaleza: Fecunda el hierro al llano, el golpe al hierro!"
poema_del_alma_7379_001,"Tú flotas sobre todo, Hijo del alma!"
poema_del_alma_7379_002,"De la revuelta noche Las oleadas, En mi seno desnudo Déjante el alba; Y del día la espuma Turbia y amarga, De la noche revueltas Te echan las aguas."
poema_del_alma_7379_003,"Guardancillo magnánimo, La no cerrada Puerta de mi hondo espíritu Amante guardas; Y si en la sombra ocultas Búscanme avaras, De mi calma celosas, Mis penas varias,?"
poema_del_alma_7379_004,"En el umbral oscuro Fiero te alzas, Y les cierran el paso Tus alas blancas!"
poema_del_alma_7379_005,"Ondas de luz y flores Trae la mañana, Y tú en las luminosas Ondas cabalgas."
poema_del_alma_7379_006,"No es, no, la luz del día La que me llama, Sino tus manecitas En mi almohada."
poema_del_alma_7379_007,Me hablan de que estás lejos: ¡Locuras me hablan!
poema_del_alma_7379_008,Ellos tienen tu sombra; ¡Yo tengo tu alma!
poema_del_alma_7379_009,"Ésas son cosas nuevas, Mías y extrañas."
poema_del_alma_7379_010,"Yo sé que tus dos ojos Allá en lejanas Tierras relampaguean,?"
poema_del_alma_7379_011,"Y en las doradas Olas de aire que baten Mi frente pálida, Pudiera con mi mano, Cual si haz segara De estrellas, segar haces De tus miradas!"
poema_del_alma_7379_012,"¡Tú flotas sobre todo, Hijo del alma!"
poema_del_alma_7380_001,"Aquí estoy, solo estoy, despedazado."
poema_del_alma_7380_002,"Ruge el cielo: las nubes se aglomeran, Y aprietan, y ennegrecen, y desgajan: Los vapores del mar la roca ciñen: Sacra angustia y horror mis ojos comen: A qué, Naturaleza embravecida, A qué la estéril soledad en torno ¿De quién de ansia de amor rebosa y muere?"
poema_del_alma_7380_003,"¿Dónde, Cristo sin cruz, los ojos pones?"
poema_del_alma_7380_004,"¿Dónde, oh sombra enemiga, dónde el ara Digna por fin de recibir mi frente?"
poema_del_alma_7380_005,¿En pro de quién derramaré mi vida?
poema_del_alma_7380_006,"?Rasgóse el velo; por un tajo ameno De claro azul, como en sus lienzos abre Entre mazos de sombra Díaz famoso, El hombre triste de la roca mira En lindo campo tropical, galanes Blancos, y Venus negras, de unas flores Fétidas y fangosas coronados: ¡Danzando van: a cada giro nuevo Bajo los muelles pies la tierra cede!"
poema_del_alma_7380_007,"Y cuando en ancho beso los gastados Labios sin lustre ya, trémulos juntan, Sáltanles de los labios agoreras Aves tintas en hiel, aves de muerte."
poema_del_alma_7381_001,"Quiero, a la sombra de un ala, contar este cuento en flor: la niña de Guatemala, la que se murió de amor."
poema_del_alma_7381_002,"Eran de lirios los ramos; y las orlas de reseda y de jazmín; la enterramos en una caja de seda... Ella dio al desmemoriado una almohadilla de olor; él volvió, volvió casado; ella se murió de amor."
poema_del_alma_7381_003,"Iban cargándola en andas obispos y embajadores; detrás iba el pueblo en tandas, todo cargado de flores... Ella, por volverlo a ver, salió a verlo al mirador; él volvió con su mujer, ella se murió de amor."
poema_del_alma_7381_004,"Como de bronce candente, al beso de despedida, era su frente -¡la frente que más he amado en mi vida!..."
poema_del_alma_7381_005,"Se entró de tarde en el río, la sacó muerta el doctor; dicen que murió de frío, yo sé que murió de amor."
poema_del_alma_7381_006,"Allí, en la bóveda helada, la pusieron en dos bancos: besé su mano afilada, besé sus zapatos blancos."
poema_del_alma_7381_007,"Callado, al oscurecer, me llamó el enterrador; nunca más he vuelto a ver a la que murió de amor."
poema_del_alma_7382_001,"Una mora de Trípoli tenía Una perla rosada, una gran perla: Y la echó con desdén al mar un día: ?«¡Siempre la misma!"
poema_del_alma_7382_002,"¡ya me cansa verla!» Pocos años después, junto a la roca De Trípoli... ¡la gente llora al verla!"
poema_del_alma_7382_003,Así le dice al mar la mora loca: ?«¡Oh mar!
poema_del_alma_7382_004,¡oh mar!
poema_del_alma_7382_005,¡devúelveme mi perla!»
poema_del_alma_7383_001,"Hay sol bueno y mar de espuma, Y arena fina, y Pilar Quiere salir a estrenar Su sombrerito de pluma."
poema_del_alma_7383_002,"?«¡Vaya la niña divina!» Dice el padre y le da un beso: ?«¡Vaya mi pájaro preso A buscarme arena fina!» ?«Yo voy con mi niña hermosa», Le dijo la madre buena: «¡No te manches en la arena Los zapaticos de rosa!» Fueron las dos al jardín Por la calle del laurel: La madre cogió un clavel Y Pilar cogió un jazmín."
poema_del_alma_7383_003,"Ella va de todo juego, Con aro, y balde, y paleta: El balde es color violeta: El aro es color de fuego."
poema_del_alma_7383_004,"Vienen a verlas pasar: Nadie quiere verlas ir: La madre se echa a reír, Y un viejo se echa a llorar."
poema_del_alma_7383_005,"El aire fresco despeina A Pilar, que viene y va Muy oronda: ?«¡Di, mamá!"
poema_del_alma_7383_006,"¿Tú sabes qué cosa es reina?» Y por si vuelven de noche De la orilla de la mar, Para la madre y Pilar Manda luego el padre el coche."
poema_del_alma_7383_007,Está la playa muy linda: Todo el mundo está en la playa: Lleva espejuelos el aya De la francesa Florinda.
poema_del_alma_7383_008,"Está Alberto, el militar Que salió en la procesión Con tricornio y con bastón, Echando un bote a la mar."
poema_del_alma_7383_009,"¡Y qué mala, Magdalena Con tantas cintas y lazos, A la muñeca sin brazos Enterrándola en la arena!"
poema_del_alma_7383_010,"Conversan allá en las sillas, Sentadas con los señores, Las señoras, como flores, Debajo de las sombrillas."
poema_del_alma_7383_011,"Pero está con estos modos Tan serios, muy triste el mar: ¡Lo alegre es allá, al doblar, En la barranca de todos!"
poema_del_alma_7383_012,"Dicen que suenan las olas Mejor allá en la barranca, Y que la arena es muy blanca Donde están las niñas solas."
poema_del_alma_7383_013,"Pilar corre a su mamá: ?«¡Mamá, yo voy a ser buena: Déjame ir sola a la arena: Allá, tú me ves, allá!» ?«¡Esta niña caprichosa!"
poema_del_alma_7383_014,"No hay tarde que no me enojes: Anda, pero no te mojes Los zapaticos de rosa.» Le llega a los pies la espuma: Gritan alegres las dos: Y se va, diciendo adiós, La del sombrero de pluma."
poema_del_alma_7383_015,"¡Se va allá, dónde ¡muy lejos!"
poema_del_alma_7383_016,"Las aguas son más salobres, Donde se sientan los pobres, Donde se sientan los viejos!"
poema_del_alma_7383_017,"Se fue la niña a jugar, La espuma blanca bajó, Y pasó el tiempo, y pasó Un águila por el mar."
poema_del_alma_7383_018,"Y cuando el sol se ponía Detrás de un monte dorado, Un sombrerito callado por las arenas venía."
