instance_id,sentence
poema_del_alma_11063,"III Tú, poesía, sombra más misteriosa que la raíz oscura de los añosos árboles, más del aire escondida que las venas secretas de los profundos minerales, lucero más recóndito que la brasa enclaustrada en los arcones de la tierra. Tú, música tejida por el arpa inaudible de las constelaciones, tú, música espigada al borde de los últimos precipicios azules, tú, música engendrada al tam-tam de los pulsos y al cantar de la sangre. Tú, poesía, nacida para el hombre y su lenguaje, no gaviota blanquisima sobre un mar sin navíos, ni hermosa flor erguida sobre la llaga de un desierto."
poema_del_alma_11064,"Cuando de mí no quede sino un árbol, cuando mis huesos se hayan esparcido bajo la tierra madre; cuando de ti no quede sino una rosa blanca que se nutrió de aquello que tú fuiste y haya zarpado ya con mil brisas distintas el aliento del beso que hoy bebemos; cuando ya nuestros nombres sean sonidos sin eco dormidos en la sombra de un olvido insondable; tú seguirás viviendo en la belleza de la rosa, como yo en el follaje del árbol y nuestro amor en el murmullo de la brisa. ¡Escúchame! Yo aspiro a que vivamos en las vibrantes voces de la mañana. Yo quiero perdurar junto contigo en la savia profunda de la humanidad: en la risa del ñiño, en la paz de los hombres, en el amor sin lagrimas. Por eso, como habremos de darnos a la rosa y al árbol, a la tierra y al viento, te pido que nos demos al futuro del mundo..."
poema_del_alma_11065,"Desde la ventana de un casucho viejo abierta en verano, cerrada en invierno por vidrios verdosos y plomos espesos, una salmantina de rubio cabello y ojos que parecen pedazos de cielo, mientas la costura mezcla con el rezo, ve todas las tardes pasar en silencio los seminaristas que van de paseo. Baja la cabeza, sin erguir el cuerpo, marchan en dos filas pausados y austeros, sin más nota alegre sobre el traje negro que la beca roja que ciñe su cuello, y que por la espalda casi roza el suelo. Un seminarista, entre todos ellos, marcha siempre erguido, con aire resuelto. La negra sotana dibuja su cuerpo gallardo y airoso, flexible y esbelto. Él, solo a hurtadillas y con el recelo de que sus miradas observen los clérigos, desde que en la calle vislumbra a lo lejos a la salmantina de rubio cabello la mira muy fijo, con mirar intenso. Y siempre que pasa le deja el recuerdo de aquella mirada de sus ojos negros. Monótono y tardo va pasando el tiempo y muere el estío y el otoño luego, y vienen las tardes plomizas de invierno. Desde la ventana del casucho viejo siempre sola y triste; rezando y cosiendo una salmantina de rubio cabello ve todas las tardes pasar en silencio los seminaristas que van de paseo. Pero no ve a todos: ve solo a uno de ellos, su seminarista de los ojos negros; cada vez que pasa gallardo y esbelto, observa la niña que pide aquel cuerpo marciales arreos. Cuando en ella fija sus ojos abiertos con vivas y audaces miradas de fuego, parece decirla: -¡Te quiero!, ¡te quiero!, ¡Yo no he de ser cura, yo no puedo serlo! ¡Si yo no soy tuyo, me muero, me muero! A la niña entonces se le oprime el pecho, la labor suspende y olvida los rezos, y ya vive sólo en su pensamiento el seminarista de los ojos negros. En una lluviosa mañana de inverno la niña que alegre saltaba del lecho, oyó tristes cánticos y fúnebres rezos; por la angosta calle pasaba un entierro. Un seminarista sin duda era el muerto; pues, cuatro, llevaban en hombros el féretro, con la beca roja por cima cubierto, y sobre la beca, el bonete negro. Con sus voces roncas cantaban los clérigos los seminaristas iban en silencio siempre en dos filas hacia el cementerio como por las tardes al ir de paseo. La niña angustiada miraba el cortejo los conoce a todos a fuerza de verlos... tan sólo, tan sólo faltaba entre ellos... el seminarista de los ojos negros. Corriendo los años, pasó mucho tiempo... y allá en la ventana del casucho viejo, una pobre anciana de blancos cabellos, con la tez rugosa y encorvado el cuerpo, mientras la costura mezcla con el rezo, ve todas las tardes pasar en silencio los seminaristas que van de paseo. La labor suspende, los mira, y al verlos sus ojos azules ya tristes y muertos vierten silenciosas lágrimas de hielo. Sola, vieja y triste, aún guarda el recuerdo del seminarista de los ojos negros..."
poema_del_alma_11066,"En medio a mis congojas, en mitad de mi hastío, tu recuerdo lejano, tu recuerdo clemente, vino, desde las sombras, a posarse en mi frente y a decirme que aún vive nuestro amor, amor mío. ¡Perdóname! La culpa del injusto desvío fue del hombre que sueña, no del hombre que siente. Mira: puede en su rumbo desviarse la corriente pero la imagen sigue reflejada en el río. Tu recuerdo en mi alma se nubló como aquella lumbre de los luceros que en la noche callada se eclipsa si las nubes se detienen ante ella. Mi olvido fue una nube que ya va de partida, y tu amor es la estrella que un momento eclipsada sigue irradiando inmóvil en lo azul de mi vida."
poema_del_alma_11067,Los espejos ocultos están frente al Paseo del Prado para que tú los atravieses. Del otro lado esperan todas las ilusiones las piedras en el centro de otro orden los rastros y los pasos. Los espejos descubren los caminos sin saber demasiado hacia dónde penetran en las estridencias de los sueños fantásticos como nunca antes ilusorios reales para los que olvidaron la esperanza. El azogue de los espejos parece una tentación a la que pocos renuncian los otros yacen sobre las baldosas sin tiempo para más esperando en la raíces de una ciudad que cada día se evade sin dejar de ser ella. Suplantada acartonada enmascarada y sin embargo ella bajo toda escenografía creada encallecida abandonada hermosa para siempre
poema_del_alma_11068,"Para Tenochtitlán, desde la isla Juana La Habana húmeda a mis pies desatada y húmeda como las caracolas los ruidos e su nombre y el silencio de ti de tu impaciencia rondándome los gatos de la sombra y tú sin mi ciudad sin su herejía bajo la lluvia sin la humedad que cubre las ventanas los raíles de punta el colibrí de ayer en la arboleda."
poema_del_alma_11069,No estuve para siempre en la ciudad la amé con una queja con un grito de espanto pero la amé sin fin sin desconcierto recorrí las costumbres de tus manos el trazo de tu cuello el resplandor insomne de tu boca. La ciudad me conmueve y atenaza penetra con su daga mis vestigios y encuentra la verdad bajo su talla. Un canario despierta y yo tengo un secreto como un nido como un terrón de azúcar en la mano.
poema_del_alma_11070,Fue como una conquista la ciudad cinco ratas huían por cada beso tuyo cinco animales muertos cinco cloacas trascendidas por cada virtud en cada uno de tus gestos una hazaña en tus cuestiones la razón de existir los titubeos para abrirse camino entre los sueños. No estuve en la ciudad no la atrapé en su época pero se hizo entrañable sobre el suelo que nos crecía juntos me poseyó su extraña alevosía la feroz certidumbre de tus manos y comencé a fundar sobre cuerpo catedrales pirámides canales en el urgente espacio de su templo. No estuve para siempre pero grabé en su carne el nombre de tus calles me asaltó la extensión de la llanura en el temblor del tiempo. No estuve pero supe encontrar sus laberintos y al calor de sus grutas construí la palabra que me acogió de nuevo como una identidad y abrió las avenidas en que pude tocar -ya para siempre- el corazón intacto de los dioses.
poema_del_alma_11071,"A Vivian, en su ciudad Un negro viejo lustra sus botas en el sillón del Hotel Plaza y sabe que la ciudad yace en esas botas. Los turistas activan sus cámaras fotográficas para recoger la imagen del caminante urbano de La Habana quien sonríe con un aire desdentado que huele a la chaveta con la que trabajó la hoja de tabaco durante toda su vida. Ahora la silla del limpiabotas es su más celoso placer la confianza de los paseantes amigos de 'allá afuera' donde otros ciudadanos en ciudades que él no ha visto exhiben de mil maneras sus orígenes. Hoy por hoy el negro Felipe lustra sus botas en el sillón del Plaza y se contenta."
poema_del_alma_11072,"Me quedaré sola. No huyo este dardo! Como que mi carne sale del temblor del sollozo largo, que deja en los labios la palabra buena o la imprecación. He de darlo todo: La vida lo quiere! como da en Otoño el árbol sus hojas; más queda esperando que en la Primavera serán su aguinaldo flores olorosas. Yo no espero nada y he de darlo todo: lo que era dulzura y era claridad. Doy mi oro de Otoño, me abrazo al Invierno; no habrá Primavera, ni Estío vendrá. He de darlo todo! Me duele... me duele entregar así mi parte de amor. La palabra buena huirá de mis labios; será mi sollozo una imprecación."
poema_del_alma_11073,"En la dulzura de esperar, se me han quedado los ojos extasiados. Otro sol y otra luna han de venir y habrán de hallarme así: Quietas las manos, antes flores de ruego sombreadas las pupilas de misterio... Otro sol y otra luna han de tornar sin que se canse mi anhelar! En la dulzura de espera, se me han quedado los ojos extasiados."
